CustomerID,Recency,Frequency,Monetary,CustLocation
C1025250,1,2,1068.0,MUMBAI
C1025250,1,2,1068.0,MUMBAI
C1025254,2,1,1415.0,MUMBAI
C1025311,124,1,1400.0,MUMBAI
C1025312,2,1,606.0,MUMBAI
C1025322,277,1,100.0,MUMBAI
C1025361,63,3,5240.0,MUMBAI
C1025381,276,1,999.0,MUMBAI
C1025386,62,1,1553.16,MUMBAI
C1025388,185,1,3980.0,MUMBAI
C1025433,87,2,8897.0,MUMBAI
C1025470,62,1,326.46,MUMBAI
C1025487,104,1,249.0,MUMBAI
C1025512,119,1,257.0,MUMBAI
C1025560,154,1,1034.0,MUMBAI
C1025580,75,2,1200.0,MUMBAI
C1025618,124,1,1981.0,MUMBAI
C1025637,83,3,14280.0,MUMBAI
C1025677,75,2,908.0,MUMBAI
C1025692,110,2,8900.0,MUMBAI
C1025746,215,1,510.0,MUMBAI
C1025783,246,1,1120.0,MUMBAI
C1025791,31,3,500.0,MUMBAI
C1025842,31,2,2000.0,MUMBAI
C1025918,62,2,1200.0,MUMBAI
C1025952,245,1,2665.63,MUMBAI
C1025959,119,1,799.0,MUMBAI
C1026036,32,2,824.0,MUMBAI
C1026044,87,1,28.0,MUMBAI
C1026075,306,1,5400.0,MUMBAI
C1026092,106,1,258.0,MUMBAI
C1026114,118,1,199.0,MUMBAI
C1026126,103,2,2040.0,MUMBAI
C1026172,32,2,161.0,MUMBAI
C1026235,87,2,1930.0,MUMBAI
C1026311,115,1,270.0,MUMBAI
C1026528,87,1,2000.0,MUMBAI
C1026659,86,2,1435.0,MUMBAI
C1026671,86,1,650.0,MUMBAI
C1026771,62,2,3000.0,MUMBAI
C1026779,117,1,2079.0,MUMBAI
C1026838,103,1,866.0,MUMBAI
C1026866,111,1,783.0,MUMBAI
C1026881,245,1,1275.0,MUMBAI
C1026940,117,1,604.0,MUMBAI
C1026951,32,2,1200.0,MUMBAI
C1026988,245,1,500.0,MUMBAI
C1027014,83,1,1732.0,MUMBAI
C1027036,104,1,225.0,MUMBAI
C1027050,118,1,786.0,MUMBAI
C1027078,305,1,40000.0,MUMBAI
C1027089,111,2,186.0,MUMBAI
C1027151,109,1,55.0,MUMBAI
C1027156,110,1,219.0,MUMBAI
C1027251,216,1,97.0,MUMBAI
C1027343,101,2,492.0,MUMBAI
C1027366,32,2,60.0,MUMBAI
C1027420,107,1,50.0,MUMBAI
C1027429,215,1,33.0,MUMBAI
C1027438,32,1,2046.0,MUMBAI
C1027492,124,1,5293.5,MUMBAI
C1027578,88,1,50.0,MUMBAI
C1027620,216,1,150.0,MUMBAI
C1027621,101,1,785.0,MUMBAI
C1027663,32,1,3274.56,MUMBAI
C1027676,106,1,250.0,MUMBAI
C1027733,336,1,10.0,MUMBAI
C1027768,63,1,595.0,MUMBAI
C1027785,245,1,939.0,MUMBAI
C1027814,119,1,123.0,MUMBAI
C1027815,88,2,851.33,MUMBAI
C1027822,113,1,803.0,MUMBAI
C1027911,110,1,370.0,MUMBAI
C1027917,118,2,2567.05,MUMBAI
C1027945,216,1,1290.0,MUMBAI
C1027970,245,1,53974.0,MUMBAI
C1027990,246,1,2726.5,MUMBAI
C1028036,92,1,295.0,MUMBAI
C1028038,124,2,1395.0,MUMBAI
C1028045,119,1,5667.0,MUMBAI
C1028051,83,1,30.0,MUMBAI
C1028064,74,1,110.0,MUMBAI
C1028068,216,1,1135.0,MUMBAI
C1028088,118,1,760.0,MUMBAI
C1028091,74,2,2599.0,MUMBAI
C1028117,102,1,2147.0,MUMBAI
C1028120,106,2,3015.0,MUMBAI
C1028124,107,1,604.0,MUMBAI
C1028189,107,1,4556.47,MUMBAI
C1028235,185,2,275.0,MUMBAI
C1028383,62,2,1527.0,MUMBAI
C1028415,104,2,1027.0,MUMBAI
C1028463,83,4,681.0,MUMBAI
C1028474,215,1,680.0,MUMBAI
C1028477,31,2,2466.0,MUMBAI
C1028520,277,1,5606.0,MUMBAI
C1028543,106,1,1090.98,MUMBAI
C1028553,119,1,490.0,MUMBAI
C1028625,50,1,72.0,MUMBAI
C1028638,185,1,2050.0,MUMBAI
C1028648,31,1,820.0,MUMBAI
C1028656,107,1,1010.0,MUMBAI
C1028730,154,1,621.0,MUMBAI
C1028737,111,1,421.0,MUMBAI
C1028789,102,1,395.87,MUMBAI
C1028879,75,2,851.0,MUMBAI
C1028943,107,2,630.0,MUMBAI
C1028947,118,1,50.0,MUMBAI
C1028964,86,1,180.45,MUMBAI
C1028973,111,1,300.0,MUMBAI
C1028974,155,1,3005.0,MUMBAI
C1028987,118,1,1010.0,MUMBAI
C1029065,111,2,1198.0,MUMBAI
C1029124,276,1,407.72,MUMBAI
C1029135,86,1,360.0,MUMBAI
C1029149,215,1,100.0,MUMBAI
C1029183,276,1,150.0,MUMBAI
C1029243,93,1,2622.76,MUMBAI
C1029254,215,1,1457.5,MUMBAI
C1029255,32,1,1518.4,MUMBAI
C1029271,75,2,3662.62,MUMBAI
C1029271,75,2,3662.62,MUMBAI
C1029275,123,2,25000.0,MUMBAI
C1029280,119,3,316.0,MUMBAI
C1029336,88,1,6389.0,MUMBAI
C1029391,107,1,1161.0,MUMBAI
C1029427,86,1,685.0,MUMBAI
C1029441,62,1,2612.0,MUMBAI
